Application,Stars,URL,Confirmed,Codeql,FP Reason,Types,,Input,,,Status,Comment
,,,,,,Get,Set,,Remote,Local,,
SceneVerse,217,https://github.com/scene-verse/SceneVerse,N/A,Y,,Attr,Attr,,,,,,Yes
audio-flamingo,216,https://github.com/NVIDIA/audio-flamingo,N/A,Y,,Attr,Attr,,,,,,Yes
audio-flamingo,216,https://github.com/NVIDIA/audio-flamingo,N/A,Y,,Attr,Attr,,,,,,Yes
indy-plenum,216,https://github.com/hyperledger/indy-plenum,N,Y,"attribute key check: not startwith(""__"")",N,N,,,,,,
occupancy_flow,216,https://github.com/autonomousvision/occupancy_flow,N,Y,dst obj not controllable,,,,,,,,
indy-plenum,216,https://github.com/hyperledger/indy-plenum,N,Y,"Fn: objSearchReplace; block startswith ""__""; the key (old attr value) of assigned value in the source dict need to be identical to polluted attribute value;",,,,,,,,
AttentionShift,216,https://github.com/MingXiangL/AttentionShift,N,Y,"simply set, no recursive operation",,,,,,,,
pydantic-resolve,215,https://github.com/allmonday/pydantic-resolve,N/A,Y,,Attr,Attr,,.get/.post/.api_route|import_fastapi,,,,Yes
pydantic-resolve,215,https://github.com/allmonday/pydantic-resolve,N/A,Y,,Attr,Attr,,.get/.post/.api_route|import_fastapi,,,,Yes
claf,215,https://github.com/naver/claf,N/A,Y,,Attr,Attr,,,,,,Yes
mols2grid,215,https://github.com/cbouy/mols2grid,N,Y,,,,,,,,,
edgy,214,https://github.com/dymmond/edgy,N/A,Y,,Attr,Attr,,import_fastapi|import_starlette|@get/post/route|import_django,,,,Yes
edgy,214,https://github.com/dymmond/edgy,N/A,Y,,Attr,Attr,,import_fastapi|import_starlette|@get/post/route|import_django,,,,Yes
edgy,214,https://github.com/dymmond/edgy,N/A,Y,,Attr,Attr,,import_fastapi|import_starlette|@get/post/route|import_django,,,,Yes
EasyDeL,214,https://github.com/erfanzar/EasyDeL,P,Y,,Attr,Attr,,,,,,
ANTRP,212,https://github.com/Everlyn-Labs/ANTRP,N/A,Y,,Attr,Attr,,import_starlette|import_fastapi,,,,Yes
ANTRP,212,https://github.com/Everlyn-Labs/ANTRP,N/A,Y,,Attr,Attr,,import_starlette|import_fastapi,,,,Yes
VideoTetris,210,https://github.com/YangLing0818/VideoTetris,N/A,Y,,Attr,Attr,,,,,,Yes
VideoTetris,210,https://github.com/YangLing0818/VideoTetris,N/A,Y,,Attr,Attr,,,,,,Yes
ADer,210,https://github.com/zhangzjn/ADer,N,Y,,,,,,,,,
zabbix-cli,208,https://github.com/unioslo/zabbix-cli,N/A,Y,,Attr,Attr,,,,,,Yes
RfDNet,207,https://github.com/GAP-LAB-CUHK-SZ/RfDNet,N,Y,,,,,,,,,
StyleDrop-PyTorch,206,https://github.com/aim-uofa/StyleDrop-PyTorch,N/A,Y,,Attr,Attr,,,,,,Yes
StyleDrop-PyTorch,206,https://github.com/aim-uofa/StyleDrop-PyTorch,N/A,Y,,Attr,Attr,,,,,,Yes
StyleDrop-PyTorch,206,https://github.com/aim-uofa/StyleDrop-PyTorch,N/A,Y,,Attr,Attr,,,,,,Yes
Transformer-M,205,https://github.com/lsj2408/Transformer-M,N/A,Y,,Attr,Attr,,,,,,Yes
LocomotionWithNP3O,205,https://github.com/zeonsunlightyu/LocomotionWithNP3O,N/A,Y,,Attr,Attr,,,,,,Yes
amundsendatabuilder,205,https://github.com/amundsen-io/amundsendatabuilder,N,Y,good setter but no loop,,,,,,,,
WebScrapingWithPython,204,https://github.com/1040003585/WebScrapingWithPython,N/A,Y,,Attr/Field,Field,,import_tornado|import_cherrypy,,,,Yes
WebScrapingWithPython,204,https://github.com/1040003585/WebScrapingWithPython,N/A,Y,,Attr,Field,,import_tornado|import_cherrypy,,,,Yes
etils,204,https://github.com/google/etils,N/A,Y,,Attr,Attr,,import_flask,,,,Yes
parser-2gis,203,https://github.com/interlark/parser-2gis,N/A,Y,,Attr,Attr,,,,,,Yes
batchflow,202,https://github.com/analysiscenter/batchflow,N,Y,,N,N,,,,,,
batchflow,202,https://github.com/analysiscenter/batchflow,N,Y,,,,,,,,,
asciidoc-py,202,https://github.com/asciidoc-py/asciidoc-py,N,Y,"simply set, no recursive operation",,,,,,,,
ComfyUI-GPT_SoVITS,202,https://github.com/AIFSH/ComfyUI-GPT_SoVITS,N,Y,,,,,,,,,
Sentence-Embedding-Is-All-You-Need,202,https://github.com/BM-K/Sentence-Embedding-Is-All-You-Need,N,Y,,,,,,,,,
pytypes,201,https://github.com/Stewori/pytypes,N/A,Y,,Attr,Field,,,,,,Yes
pytypes,201,https://github.com/Stewori/pytypes,N/A,Y,,Attr,Attr,,,,,,Yes
auptimizer,200,https://github.com/LGE-ARC-AdvancedAI/auptimizer,N/A,Y,,Attr,Attr,,.route|import_flask,,,,Yes
auptimizer,200,https://github.com/LGE-ARC-AdvancedAI/auptimizer,N/A,Y,,Attr,Attr,,.route|import_flask,,,,Yes
test-time-adaptation,200,https://github.com/mariodoebler/test-time-adaptation,N/A,Y,,Attr,Attr,,,,,,Yes
ReliableSwap,200,https://github.com/ygtxr1997/ReliableSwap,N/A,Y,,Attr,Attr,,.get/.post/.api_route,,,,Yes
text-generation-inference,199,https://github.com/Preemo-Inc/text-generation-inference,N/A,Y,,Attr,Attr,,import_aiohttp,,,,No
text-generation-inference,199,https://github.com/Preemo-Inc/text-generation-inference,N/A,Y,,Attr,Attr,,import_aiohttp,,,,No
typed_python,198,https://github.com/APrioriInvestments/typed_python,N/A,Y,,Attr,Field,,,,,,Yes
LazyLibrarian,198,https://github.com/lazylibrarian/LazyLibrarian,N/A,Y,,Attr,Attr,,import_django|import_cherrypy,,,,Yes
deformableLKA,198,https://github.com/xmindflow/deformableLKA,N/A,Y,,Attr,Attr,,,,,,Yes
IEEE_TPAMI_SpectralGPT,197,https://github.com/danfenghong/IEEE_TPAMI_SpectralGPT,N/A,Y,,Attr,Attr,,,,,,Yes
IEEE_TPAMI_SpectralGPT,197,https://github.com/danfenghong/IEEE_TPAMI_SpectralGPT,N/A,Y,,Attr,Attr,,,,,,Yes
ManiGaussian,195,https://github.com/GuanxingLu/ManiGaussian,N/A,Y,,Attr,Attr,,,,,,Yes
TRIME,195,https://github.com/princeton-nlp/TRIME,N/A,Y,,Attr,Attr,,,,,,Yes
storm,194,https://github.com/NVlabs/storm,N/A,Y,,Attr,Attr,,,,,,Yes
storm,194,https://github.com/NVlabs/storm,N/A,Y,,Attr,Attr,,,,,,Yes
Solving_ImageNet,192,https://github.com/Alibaba-MIIL/Solving_ImageNet,N/A,Y,,Attr,Attr,,,,,,Yes
FGVC-PIM,192,https://github.com/chou141253/FGVC-PIM,N/A,Y,,Attr,Attr,,,,,,Yes
Solving_ImageNet,192,https://github.com/Alibaba-MIIL/Solving_ImageNet,N/A,Y,,Attr,Attr,,,,,,Yes
MID,192,https://github.com/Gutianpei/MID,N/A,Y,,Attr,Attr,,,,,,Yes
FGVC-PIM,192,https://github.com/chou141253/FGVC-PIM,N/A,Y,,Attr,Attr,,,,,,Yes
zerorf,192,https://github.com/eliphatfs/zerorf,N/A,Y,,Attr,Attr,,,,,,Yes
perch,192,https://github.com/google-research/perch,N/A,Y,,Attr/Field,Field,,,,,,Yes
perch,192,https://github.com/google-research/perch,N/A,Y,,Attr,Field,,,,,,Yes
Mantis,191,https://github.com/TIGER-AI-Lab/Mantis,N/A,Y,,Attr,Attr,,,,,,Yes
Mantis,191,https://github.com/TIGER-AI-Lab/Mantis,N/A,Y,,Attr,Attr,,,,,,Yes
Sequoia,191,https://github.com/lebrice/Sequoia,N/A,Y,,Attr,Attr,,,,,,Yes
movement_primitives,190,https://github.com/dfki-ric/movement_primitives,N/A,Y,,Attr,Attr,,,,,,Yes
movement_primitives,190,https://github.com/dfki-ric/movement_primitives,N/A,Y,,Attr,Attr,,,,,,Yes
ActionRecorder,186,https://github.com/InamuraJIN/ActionRecorder,N/A,Y,,Attr,Attr,,,,,,Yes
ActionRecorder,186,https://github.com/InamuraJIN/ActionRecorder,N/A,Y,,Attr,Attr,,,,,,Yes
ContrastiveDecoding,185,https://github.com/XiangLi1999/ContrastiveDecoding,N/A,Y,,Attr,Attr,,import_starlette|import_fastapi,,,,Yes
ContrastiveDecoding,185,https://github.com/XiangLi1999/ContrastiveDecoding,N/A,Y,,Attr,Attr,,import_starlette|import_fastapi,,,,Yes
JittorVis,185,https://github.com/thu-vis/JittorVis,N/A,Y,,Attr,Attr,,.route|import_flask,,,,Yes
AgentLab,184,https://github.com/ServiceNow/AgentLab,Y,Y,,Attr/Field,Attr/Field,Function,https://github.com/ServiceNow/AgentLab/blob/0819ae42b6b3c5f384a28a6a0bc1b62f5fdf3c86/src/agentlab/experiments/args.py#L64,,,,
newrelic-python-agent,183,https://github.com/newrelic/newrelic-python-agent,N/A,Y,,Attr,Attr,,import_pyramid|import_tornado|import_sanic|import_flask|import_django|import_cherrypy|import_falcon|import_aiohttp|import_starlette,,,,Yes
traffic-behavior-simulation,181,https://github.com/NVlabs/traffic-behavior-simulation,N/A,Y,,Attr,Attr,,,,,,Yes
GPTQModel,180,https://github.com/ModelCloud/GPTQModel,N/A,Y,,Attr,Attr,,.get/.post/.api_route|import_fastapi,,,,Yes
GPTQModel,180,https://github.com/ModelCloud/GPTQModel,N/A,Y,,Attr,Attr,,.get/.post/.api_route|import_fastapi,,,,Yes
strawberry-django-plus,179,https://github.com/blb-ventures/strawberry-django-plus,N/A,Y,,Attr,Attr,,,,,,Yes
TranSpeech,177,https://github.com/Rongjiehuang/TranSpeech,N/A,Y,,Attr,Attr,,,,,,Yes
CryptoDeepTools,177,https://github.com/demining/CryptoDeepTools,N/A,Y,,Attr,Attr,,import_django,,,,Yes
TranSpeech,177,https://github.com/Rongjiehuang/TranSpeech,N/A,Y,,Attr,Attr,,,,,,Yes
CryptoDeepTools,177,https://github.com/demining/CryptoDeepTools,N/A,Y,,Attr,Attr,,import_django,,,,Yes
foundation-model-stack,176,https://github.com/foundation-model-stack/foundation-model-stack,N/A,Y,,Attr,Attr,,,,,,Yes
DDP,176,https://github.com/JiYuanFeng/DDP,N/A,Y,,Attr/Field,Field,,,,,,Yes
DDP,176,https://github.com/JiYuanFeng/DDP,N/A,Y,,Attr,Field,,,,,,Yes
foundation-model-stack,176,https://github.com/foundation-model-stack/foundation-model-stack,N/A,Y,,Attr,Attr,,,,,,Yes
foundation-model-stack,176,https://github.com/foundation-model-stack/foundation-model-stack,N/A,Y,,Attr,Field,,,,,,Yes
hubble,176,https://github.com/Autodesk/hubble,N,Y,,,,,,,,,
dyffusion,175,https://github.com/Rose-STL-Lab/dyffusion,N/A,Y,,Attr,Attr,,,,,,Yes
oslo,175,https://github.com/EleutherAI/oslo,N,Y,"attribute key check: not startwith(""__"")",,,,,,,,
ecs_composex,174,https://github.com/compose-x/ecs_composex,N/A,Y,,Attr,Attr,,,,,,Yes
segment-anything-u-specify,174,https://github.com/MaybeShewill-CV/segment-anything-u-specify,N/A,Y,,Attr/Field,Field,,,,,,Yes
segment-anything-u-specify,174,https://github.com/MaybeShewill-CV/segment-anything-u-specify,N/A,Y,,Attr,Field,,,,,,Yes
ecs_composex,174,https://github.com/compose-x/ecs_composex,N/A,Y,,Attr,Attr,,,,,,Yes
stable-diffusion-grpcserver,174,https://github.com/hafriedlander/stable-diffusion-grpcserver,N/A,Y,,Attr,Attr,,import_aiohttp,,,,Yes
pbrs-humanoid,174,https://github.com/se-hwan/pbrs-humanoid,N/A,Y,,Attr,Attr,,,,,,Yes
lambda-text-extractor,174,https://github.com/skylander86/lambda-text-extractor,N/A,Y,,Attr,Attr,,import_aiohttp,,,,Yes
LLaMA3-Quantization,172,https://github.com/Macaronlin/LLaMA3-Quantization,N/A,Y,,Attr,Attr,,,,,,Yes
GrokkedTransformer,172,https://github.com/OSU-NLP-Group/GrokkedTransformer,N/A,Y,,Attr,Attr,,import_starlette|import_fastapi,,,,Yes
blobgan,172,https://github.com/dave-epstein/blobgan,N/A,Y,,Attr,Attr,,,,,,Yes
LLaMA3-Quantization,172,https://github.com/Macaronlin/LLaMA3-Quantization,N/A,Y,,Attr,Attr,,,,,,Yes
blobgan,172,https://github.com/dave-epstein/blobgan,N/A,Y,,Attr,Attr,,,,,,Yes
Aidget,172,https://github.com/midea-ai/Aidget,N/A,Y,,Attr,Attr,,,,,,Yes
ParroT,172,https://github.com/wxjiao/ParroT,N/A,Y,,Attr,Attr,,import_starlette|import_fastapi,,,,Yes
cum,171,https://github.com/Hamuko/cum,N/A,Y,,Attr,Attr,,,,,,Yes
cum,171,https://github.com/Hamuko/cum,N/A,Y,,Attr,Attr,,,,,,Yes
VideoRecap,171,https://github.com/md-mohaiminul/VideoRecap,N/A,Y,,Attr,Attr,,,,,,Yes
AgentLab,171,https://github.com/ServiceNow/AgentLab,Y,Y,,Attr/Field,Attr/Field,,ServiceNow big company,,,,
ai-flow,171,https://github.com/flink-extended/ai-flow,N,Y,merge_objects,,,,,,,,
IceKube,171,https://github.com/WithSecureLabs/IceKube,N,Y,"good setter,but no recursive operation",,,,,,,,
k8s-handle,170,https://github.com/2gis/k8s-handle,N/A,Y,,Attr,Field,,,,,,Yes
k8s-handle,170,https://github.com/2gis/k8s-handle,N/A,Y,,Attr/Field,Field,,,,,,Yes
k8s-handle,170,https://github.com/2gis/k8s-handle,N/A,Y,,Attr/Field,Field,,,,,,Yes
k8s-handle,170,https://github.com/2gis/k8s-handle,N/A,Y,,Attr,Field,,,,,,Yes
coax,169,https://github.com/coax-dev/coax,N/A,Y,,Attr,Attr,,,,,,Yes
coax,169,https://github.com/coax-dev/coax,N/A,Y,,Attr,Attr,,,,,,Yes
Prusa-Link,169,https://github.com/prusa3d/Prusa-Link,N,Y,type checking on base object.,N,N,,,,,,
Prusa-Link,169,https://github.com/prusa3d/Prusa-Link,N,Y,obj type must be Basemodel,,,,,,,,
footballanalysis,169,https://github.com/FootballAnalysis/footballanalysis,N,Y,self dest obj,,,,,,,,
Deep-Whole-Body-Control,168,https://github.com/MarkFzp/Deep-Whole-Body-Control,N/A,Y,,Attr,Attr,,,,,,Yes
Deep-Whole-Body-Control,168,https://github.com/MarkFzp/Deep-Whole-Body-Control,N/A,Y,,Attr,Attr,,,,,,Yes
FreeCAD-render,167,https://github.com/FreeCAD/FreeCAD-render,N/A,Y,,Attr,Attr,,,,,,Yes
Plan4MC,167,https://github.com/PKU-RL/Plan4MC,N/A,Y,,Attr,Attr,,,,,,Yes
FreeCAD-render,167,https://github.com/FreeCAD/FreeCAD-render,N/A,Y,,Attr,Attr,,,,,,Yes
Plan4MC,167,https://github.com/PKU-RL/Plan4MC,N/A,Y,,Attr,Attr,,,,,,Yes
hubs-blender-exporter,166,https://github.com/Hubs-Foundation/hubs-blender-exporter,N/A,Y,,Attr,Attr,,,,,,Yes
ChimeraX,165,https://github.com/RBVI/ChimeraX,N/A,Y,,Attr,Attr,,,,,,Yes
fusilli,165,https://github.com/florencejt/fusilli,N/A,Y,,Attr,Attr,,,,,,Yes
ChimeraX,165,https://github.com/RBVI/ChimeraX,N/A,Y,,Attr,Attr,,,,,,Yes
fusilli,165,https://github.com/florencejt/fusilli,N/A,Y,,Attr,Attr,,,,,,Yes
sparse-detr,165,https://github.com/kakaobrain/sparse-detr,N/A,Y,,Attr,Attr,,,,,,Yes
byro,164,https://github.com/byro/byro,N/A,Y,,Attr,Attr,,django_re_path|django_path|import_django,,,,Yes
byro,164,https://github.com/byro/byro,N/A,Y,,Attr,Attr,,django_re_path|django_path|import_django,,,,Yes
uav_data_harvesting,163,https://github.com/hbayerlein/uav_data_harvesting,N/A,Y,,Attr,Attr,,,,,,Yes
optimum-habana,163,https://github.com/huggingface/optimum-habana,N/A,Y,,Attr,Attr,,,,,,Yes
SemTorch,162,https://github.com/WaterKnight1998/SemTorch,N/A,Y,,Attr/Field,Field,,,,,,Yes
SemTorch,162,https://github.com/WaterKnight1998/SemTorch,N/A,Y,,Attr,Field,,,,,,Yes
higan,162,https://github.com/genforce/higan,N/A,Y,,Attr,Attr,,,,,,Yes
fuddly,162,https://github.com/k0retux/fuddly,N/A,Y,,Attr,Attr,,,,,,Yes
OneBit,162,https://github.com/xuyuzhuang11/OneBit,N/A,Y,,Attr,Attr,,import_starlette|import_fastapi,,,,Yes
BridgeTower,161,https://github.com/microsoft/BridgeTower,N/A,Y,,Attr,Attr,,,,,,Yes
ESFT,160,https://github.com/deepseek-ai/ESFT,N/A,Y,,Attr,Attr,,,,,,Yes
ESFT,160,https://github.com/deepseek-ai/ESFT,N/A,Y,,Attr,Attr,,,,,,Yes
meshGraphNets_pytorch,158,https://github.com/echowve/meshGraphNets_pytorch,N/A,Y,,Attr/Field,Attr,,,,,,Yes
assembly,158,https://github.com/mardix/assembly,N/A,Y,,Attr,Attr,,.route|import_flask,,,,Yes
Portrait3D,158,https://github.com/oneThousand1000/Portrait3D,N/A,Y,,Attr,Attr,,,,,,Yes
graphqllib,158,https://github.com/dittos/graphqllib,N,Y,,N,N,,,,,,
graphqllib,158,https://github.com/dittos/graphqllib,N,Y,,,,,,,,,
F-Clip,158,https://github.com/Delay-Xili/F-Clip,N,Y,self dest obj,,,,,,,,
tile2net,156,https://github.com/VIDA-NYU/tile2net,N/A,Y,,Attr,Attr,,,,,,Yes
tile2net,156,https://github.com/VIDA-NYU/tile2net,N/A,Y,,Attr,Attr,,,,,,Yes
netchecks,156,https://github.com/hardbyte/netchecks,Y,Y,,Attr/Field,Attr/Field,Function,,,,,
netchecks,156,https://github.com/hardbyte/netchecks,Y,Y,,Attr,Attr/Field,,,,,,
LLM-Drop,155,https://github.com/CASE-Lab-UMD/LLM-Drop,N/A,Y,,Attr,Attr,,,,,,Yes
TACO,155,https://github.com/FlagOpen/TACO,N/A,Y,,Attr,Attr,,,,,,Yes
LLM-Drop,155,https://github.com/CASE-Lab-UMD/LLM-Drop,N/A,Y,,Attr,Attr,,,,,,Yes
TACO,155,https://github.com/FlagOpen/TACO,N/A,Y,,Attr,Attr,,,,,,Yes
Real3D,154,https://github.com/hwjiang1510/Real3D,N/A,Y,,Attr,Attr,,,,,,Yes
getdist,153,https://github.com/cmbant/getdist,N/A,Y,,Attr,Attr,,,,,,Yes
getdist,153,https://github.com/cmbant/getdist,N/A,Y,,Attr,Attr,,,,,,Yes
QLLM,153,https://github.com/wejoncy/QLLM,N/A,Y,,Attr,Attr,,,,,,Yes
relax,153,https://github.com/mlc-ai/relax,N,Y,type checking on base object.,,,,,,,,
UniHCP,153,https://github.com/OpenGVLab/UniHCP,N,Y,,,,,,,,,
A-ViT,152,https://github.com/NVlabs/A-ViT,N/A,Y,,Attr,Attr,,,,,,Yes
A-ViT,152,https://github.com/NVlabs/A-ViT,N/A,Y,,Attr,Attr,,,,,,Yes
VideoAgent,152,https://github.com/YueFan1014/VideoAgent,N/A,Y,,Attr,Attr,,,,,,Yes
ICV,152,https://github.com/shengliu66/ICV,N/A,Y,,Attr,Attr,,,,,,Yes
EPro-PnP-v2,152,https://github.com/tjiiv-cprg/EPro-PnP-v2,N/A,Y,,Attr,Attr,,,,,,Yes
knowledge-neurons,151,https://github.com/EleutherAI/knowledge-neurons,N/A,Y,,Attr,Field,,,,,,Yes
knowledge-neurons,151,https://github.com/EleutherAI/knowledge-neurons,N/A,Y,,Attr,Attr,,,,,,Yes
knowledge-neurons,151,https://github.com/EleutherAI/knowledge-neurons,N/A,Y,,Attr,Attr,,,,,,Yes
knowledge-neurons,151,https://github.com/EleutherAI/knowledge-neurons,N/A,Y,,Attr,Field,,,,,,Yes
pyadi-iio,151,https://github.com/analogdevicesinc/pyadi-iio,N/A,Y,,Attr/Field,Attr,,,,,,Yes
netpyne,151,https://github.com/suny-downstate-medical-center/netpyne,N/A,Y,,Attr/Field,Field,,rule_instantiation,,,,Yes
netpyne,151,https://github.com/suny-downstate-medical-center/netpyne,N/A,Y,,Attr,Field,,rule_instantiation,,,,Yes
event_based_optical_flow,151,https://github.com/tub-rip/event_based_optical_flow,N/A,Y,,Attr,Attr,,,,,,Yes
UnicomDailyTask,151,https://github.com/rhming/UnicomDailyTask,N,Y,"attribute key check: not startwith(""__"")",N,N,,,,,,
UnicomDailyTask,151,https://github.com/rhming/UnicomDailyTask,N,Y,,,,,,,,,
SourceOps,150,https://github.com/bonjorno7/SourceOps,N/A,Y,,Attr/Field,Attr,,,,,,Yes
ManiSkill-Legacy,150,https://github.com/haosulab/ManiSkill-Legacy,N/A,Y,,Attr/Field,Field,,,,,,Yes
ManiSkill-Legacy,150,https://github.com/haosulab/ManiSkill-Legacy,N/A,Y,,Attr,Field,,,,,,Yes
VisualAgentBench,149,https://github.com/THUDM/VisualAgentBench,N/A,Y,,Attr,Attr,,import_aiohttp|import_fastapi,,,,Yes
VisualAgentBench,149,https://github.com/THUDM/VisualAgentBench,N/A,Y,,Attr,Attr,,import_aiohttp|import_fastapi,,,,Yes
Vector-Tiles-Reader-QGIS-Plugin,149,https://github.com/geometalab/Vector-Tiles-Reader-QGIS-Plugin,N/A,Y,,Attr,Attr,,,,,,Yes
BEVFusion-ROS-TensorRT,149,https://github.com/linClubs/BEVFusion-ROS-TensorRT,N/A,Y,,Attr,Attr,,,,,,Yes
BEVFusion-ROS-TensorRT,149,https://github.com/linClubs/BEVFusion-ROS-TensorRT,N/A,Y,,Attr/Field,Field,,,,,,Yes
BEVFusion-ROS-TensorRT,149,https://github.com/linClubs/BEVFusion-ROS-TensorRT,N/A,Y,,Attr,Field,,,,,,Yes
SpeechEmotionRecognition-Pytorch,149,https://github.com/yeyupiaoling/SpeechEmotionRecognition-Pytorch,N/A,Y,,Attr,Attr,,,,,,Yes
visual_wholebody,149,https://github.com/Ericonaldo/visual_wholebody,N,Y,"apply_random_samples, false positive",,,,,,,,
TestSlide,148,https://github.com/facebook/TestSlide,N/A,Y,,Attr,Attr,,,,,,Yes
TestSlide,148,https://github.com/facebook/TestSlide,N/A,Y,,Attr,Attr,,,,,,Yes
LayoutGeneration,148,https://github.com/microsoft/LayoutGeneration,N/A,Y,,Attr,Attr,,import_starlette|import_fastapi,,,,Yes
RAG-query-rewriting,148,https://github.com/xbmxb/RAG-query-rewriting,N/A,Y,,Attr,Attr,,import_starlette|import_fastapi,,,,Yes
MobileNeXt,148,https://github.com/yitu-opensource/MobileNeXt,N/A,Y,,Attr,Attr,,,,,,Yes
python-swat,148,https://github.com/sassoftware/python-swat,N,Y,,,,,,,,,
mtpy,147,https://github.com/MTgeophysics/mtpy,N/A,Y,,Attr,Attr,,,,,,Yes
mtpy,147,https://github.com/MTgeophysics/mtpy,N/A,Y,,Attr,Attr,,,,,,Yes
Relation-DETR,147,https://github.com/xiuqhou/Relation-DETR,N,Y,restrict dest obj type when setting attr,,,,,,,,
deluge-telegramer,146,https://github.com/noam09/deluge-telegramer,N/A,Y,,Attr,Attr/Field,,import_tornado,,,,Yes
Trans2Seg,146,https://github.com/xieenze/Trans2Seg,N/A,Y,,Attr/Field,Field,,,,,,Yes
Trans2Seg,146,https://github.com/xieenze/Trans2Seg,N/A,Y,,Attr,Field,,,,,,Yes
OFASys,145,https://github.com/OFA-Sys/OFASys,N/A,Y,,Attr,Attr,,.route|import_flask,,,,Yes
OFASys,145,https://github.com/OFA-Sys/OFASys,N/A,Y,,Attr,Attr,,.route|import_flask,,,,Yes
Law_of_Vision_Representation_in_MLLMs,145,https://github.com/bronyayang/Law_of_Vision_Representation_in_MLLMs,N/A,Y,,Attr,Attr,,,,,,Yes
shortformer,145,https://github.com/ofirpress/shortformer,N/A,Y,,Attr,Attr,,import_tornado,,,,Yes
xitorch,145,https://github.com/xitorch/xitorch,N/A,Y,,Attr,Attr,,,,,,Yes
mybolg,143,https://github.com/NoGameNoLife00/mybolg,N/A,Y,,Attr,Attr,,view_functions|import_flask|rule_instantiation|dot_add_url_rule|import_django|dot_endpoint|.route,,,,Yes
RobustCNN,143,https://github.com/UCSC-VLAA/RobustCNN,N/A,Y,,Attr,Attr,,,,,,Yes
mybolg,143,https://github.com/NoGameNoLife00/mybolg,N/A,Y,,Attr,Attr,,view_functions|import_flask|rule_instantiation|dot_add_url_rule|import_django|dot_endpoint|.route,,,,Yes
RobustCNN,143,https://github.com/UCSC-VLAA/RobustCNN,N/A,Y,,Attr,Attr,,,,,,Yes
gns,143,https://github.com/geoelements/gns,N/A,Y,,Attr/Field,Attr,,,,,,Yes
opensoundscape,143,https://github.com/kitzeslab/opensoundscape,N/A,Y,,Attr,Attr,,,,,,Yes
MVFNet,143,https://github.com/whwu95/MVFNet,N/A,Y,,Attr,Attr,,,,,,Yes
pyrpl,142,https://github.com/pyrpl-fpga/pyrpl,N/A,Y,,Attr,Attr,,,,,,Yes
SeqDex,142,https://github.com/sequential-dexterity/SeqDex,N/A,Y,,Attr,Attr,,,,,,Yes
gramex,141,https://github.com/gramener/gramex,N/A,Y,,Attr/Field,Field,,import_tornado|add_handlers,,,,Yes
gramex,141,https://github.com/gramener/gramex,N/A,Y,,Attr,Field,,import_tornado|add_handlers,,,,Yes
sequencer,141,https://github.com/okojoalg/sequencer,N/A,Y,,Attr,Attr,,,,,,Yes
hyperdrive,141,https://github.com/suchak1/hyperdrive,N/A,Y,,Attr,Attr,,,,,,Yes
whad-client,141,https://github.com/whad-team/whad-client,N/A,Y,,Attr,Attr,,,,,,Yes
RLSolver,140,https://github.com/AI4Finance-Foundation/RLSolver,N/A,Y,,Attr,Attr,,,,,,Yes
Video-to-Retail-Platform,140,https://github.com/cap-ntu/Video-to-Retail-Platform,N/A,Y,,Attr,Attr,,django_re_path|import_fastapi|django_path|import_django|import_starlette,,,,Yes
RLSolver,140,https://github.com/AI4Finance-Foundation/RLSolver,N/A,Y,,Attr,Attr,,,,,,Yes
Video-to-Retail-Platform,140,https://github.com/cap-ntu/Video-to-Retail-Platform,N/A,Y,,Attr,Attr,,django_re_path|import_fastapi|django_path|import_django|import_starlette,,,,Yes
zalo_ltr_2021,139,https://github.com/CuongNN218/zalo_ltr_2021,N/A,Y,,Attr,Attr,,import_starlette|import_fastapi,,,,Yes
zalo_ltr_2021,139,https://github.com/CuongNN218/zalo_ltr_2021,N/A,Y,,Attr,Attr,,import_starlette|import_fastapi,,,,Yes
openleadr-python,139,https://github.com/OpenLEADR/openleadr-python,N,Y,dest obj dataclass check,,,,,,,,
GLAT,138,https://github.com/FLC777/GLAT,N/A,Y,,Attr,Attr,,,,,,Yes
GLAT,138,https://github.com/FLC777/GLAT,N/A,Y,,Attr,Attr,,,,,,Yes
Knowledge-Distillation-Toolkit,138,https://github.com/georgian-io/Knowledge-Distillation-Toolkit,N/A,Y,,Attr,Attr,,import_tornado,,,,Yes
gradinit,138,https://github.com/zhuchen03/gradinit,N/A,Y,,Attr,Attr,,,,,,Yes
wav2vec,137,https://github.com/eastonYi/wav2vec,N/A,Y,,Attr,Attr,,,,,,Yes
wav2vec,137,https://github.com/eastonYi/wav2vec,N/A,Y,,Attr,Attr,,,,,,Yes
wav2vec,137,https://github.com/eastonYi/wav2vec,N/A,Y,,Attr,Attr,,,,,,Yes
metabase_api_python,137,https://github.com/vvaezian/metabase_api_python,N/A,Y,,Attr/Field,Field,,,,,,Yes
metabase_api_python,137,https://github.com/vvaezian/metabase_api_python,N/A,Y,,Attr,Field,,,,,,Yes
Train_Transformers_with_INT4,137,https://github.com/xijiu9/Train_Transformers_with_INT4,N/A,Y,,Attr,Attr,,import_starlette|import_fastapi,,,,Yes
dvit_repo,137,https://github.com/zhoudaquan/dvit_repo,N/A,Y,,Attr,Attr,,,,,,Yes
DuQuant,136,https://github.com/Hsu1023/DuQuant,N/A,Y,,Attr,Attr,,,,,,Yes
MoVA,136,https://github.com/TempleX98/MoVA,N/A,Y,,Attr,Attr,,,,,,Yes
