Application,Stars,URL,Codeql,Confirmed (Function-level),Func Name (Path),FP Reason (If Not),Types,,Input,,,Status,Comment,New
engineai_legged_gym,219,https://github.com/engineai-robotics/engineai_legged_gym,Y,N/A,,,Attr,Attr,,,,,,Yes
nerfbaselines,219,https://github.com/nerfbaselines/nerfbaselines,Y,N/A,,,Attr,Attr,,.route|import_flask,,,,Yes
linux-show-player,218,https://github.com/FrancescoCeruti/linux-show-player,Y,N/A,,,Attr,Attr,,import_falcon,,,,Yes
python-bigquery-dataframes,218,https://github.com/googleapis/python-bigquery-dataframes,Y,N/A,,,Attr,Attr,,import_flask,,,,Yes
CoT-Collection,218,https://github.com/kaistAI/CoT-Collection,Y,N/A,,,Attr,Attr,,,,,,Yes
SceneVerse,217,https://github.com/scene-verse/SceneVerse,Y,N/A,,,Attr,Attr,,,,,,Yes
audio-flamingo,216,https://github.com/NVIDIA/audio-flamingo,Y,N/A,,,Attr,Attr,,,,,,Yes
audio-flamingo,216,https://github.com/NVIDIA/audio-flamingo,Y,N/A,,,Attr,Attr,,,,,,Yes
indy-plenum,216,https://github.com/hyperledger/indy-plenum,Y,N,,"attribute key check: not startwith(""__"")",N,N,,,,,,
occupancy_flow,216,https://github.com/autonomousvision/occupancy_flow,Y,N,,dst obj not controllable,,,,,,,,
indy-plenum,216,https://github.com/hyperledger/indy-plenum,Y,N,,"Fn: objSearchReplace; block startswith ""__""; the key (old attr value) of assigned value in the source dict need to be identical to polluted attribute value;",,,,,,,,
AttentionShift,216,https://github.com/MingXiangL/AttentionShift,Y,N,,"simply set, no recursive operation",,,,,,,,
pydantic-resolve,215,https://github.com/allmonday/pydantic-resolve,Y,N/A,,,Attr,Attr,,.get/.post/.api_route|import_fastapi,,,,Yes
pydantic-resolve,215,https://github.com/allmonday/pydantic-resolve,Y,N/A,,,Attr,Attr,,.get/.post/.api_route|import_fastapi,,,,Yes
claf,215,https://github.com/naver/claf,Y,N/A,,,Attr,Attr,,,,,,Yes
mols2grid,215,https://github.com/cbouy/mols2grid,Y,N,,,,,,,,,,
edgy,214,https://github.com/dymmond/edgy,Y,N/A,,,Attr,Attr,,import_fastapi|import_starlette|@get/post/route|import_django,,,,Yes
edgy,214,https://github.com/dymmond/edgy,Y,N/A,,,Attr,Attr,,import_fastapi|import_starlette|@get/post/route|import_django,,,,Yes
edgy,214,https://github.com/dymmond/edgy,Y,N/A,,,Attr,Attr,,import_fastapi|import_starlette|@get/post/route|import_django,,,,Yes
EasyDeL,214,https://github.com/erfanzar/EasyDeL,Y,P,,,Attr,Attr,,,,,,
ANTRP,212,https://github.com/Everlyn-Labs/ANTRP,Y,N/A,,,Attr,Attr,,import_starlette|import_fastapi,,,,Yes
ANTRP,212,https://github.com/Everlyn-Labs/ANTRP,Y,N/A,,,Attr,Attr,,import_starlette|import_fastapi,,,,Yes
VideoTetris,210,https://github.com/YangLing0818/VideoTetris,Y,N/A,,,Attr,Attr,,,,,,Yes
VideoTetris,210,https://github.com/YangLing0818/VideoTetris,Y,N/A,,,Attr,Attr,,,,,,Yes
ADer,210,https://github.com/zhangzjn/ADer,Y,N,,,,,,,,,,
zabbix-cli,208,https://github.com/unioslo/zabbix-cli,Y,N/A,,,Attr,Attr,,,,,,Yes
RfDNet,207,https://github.com/GAP-LAB-CUHK-SZ/RfDNet,Y,N,,,,,,,,,,
StyleDrop-PyTorch,206,https://github.com/aim-uofa/StyleDrop-PyTorch,Y,N/A,,,Attr,Attr,,,,,,Yes
StyleDrop-PyTorch,206,https://github.com/aim-uofa/StyleDrop-PyTorch,Y,N/A,,,Attr,Attr,,,,,,Yes
StyleDrop-PyTorch,206,https://github.com/aim-uofa/StyleDrop-PyTorch,Y,N/A,,,Attr,Attr,,,,,,Yes
Transformer-M,205,https://github.com/lsj2408/Transformer-M,Y,N/A,,,Attr,Attr,,,,,,Yes
LocomotionWithNP3O,205,https://github.com/zeonsunlightyu/LocomotionWithNP3O,Y,N/A,,,Attr,Attr,,,,,,Yes
amundsendatabuilder,205,https://github.com/amundsen-io/amundsendatabuilder,Y,N,,good setter but no loop,,,,,,,,
WebScrapingWithPython,204,https://github.com/1040003585/WebScrapingWithPython,Y,N/A,,,Attr/Field,Field,,import_tornado|import_cherrypy,,,,Yes
WebScrapingWithPython,204,https://github.com/1040003585/WebScrapingWithPython,Y,N/A,,,Attr,Field,,import_tornado|import_cherrypy,,,,Yes
etils,204,https://github.com/google/etils,Y,N/A,,,Attr,Attr,,import_flask,,,,Yes
parser-2gis,203,https://github.com/interlark/parser-2gis,Y,N/A,,,Attr,Attr,,,,,,Yes
batchflow,202,https://github.com/analysiscenter/batchflow,Y,N,,,N,N,,,,,,
batchflow,202,https://github.com/analysiscenter/batchflow,Y,N,,,,,,,,,,
asciidoc-py,202,https://github.com/asciidoc-py/asciidoc-py,Y,N,,"simply set, no recursive operation",,,,,,,,
ComfyUI-GPT_SoVITS,202,https://github.com/AIFSH/ComfyUI-GPT_SoVITS,Y,N,,,,,,,,,,
Sentence-Embedding-Is-All-You-Need,202,https://github.com/BM-K/Sentence-Embedding-Is-All-You-Need,Y,N,,,,,,,,,,
pytypes,201,https://github.com/Stewori/pytypes,Y,N/A,,,Attr,Field,,,,,,Yes
pytypes,201,https://github.com/Stewori/pytypes,Y,N/A,,,Attr,Attr,,,,,,Yes
auptimizer,200,https://github.com/LGE-ARC-AdvancedAI/auptimizer,Y,N/A,,,Attr,Attr,,.route|import_flask,,,,Yes
auptimizer,200,https://github.com/LGE-ARC-AdvancedAI/auptimizer,Y,N/A,,,Attr,Attr,,.route|import_flask,,,,Yes
test-time-adaptation,200,https://github.com/mariodoebler/test-time-adaptation,Y,N/A,,,Attr,Attr,,,,,,Yes
ReliableSwap,200,https://github.com/ygtxr1997/ReliableSwap,Y,N/A,,,Attr,Attr,,.get/.post/.api_route,,,,Yes
text-generation-inference,199,https://github.com/Preemo-Inc/text-generation-inference,Y,N/A,,,Attr,Attr,,import_aiohttp,,,,No
text-generation-inference,199,https://github.com/Preemo-Inc/text-generation-inference,Y,N/A,,,Attr,Attr,,import_aiohttp,,,,No
typed_python,198,https://github.com/APrioriInvestments/typed_python,Y,N/A,,,Attr,Field,,,,,,Yes
LazyLibrarian,198,https://github.com/lazylibrarian/LazyLibrarian,Y,N/A,,,Attr,Attr,,import_django|import_cherrypy,,,,Yes
deformableLKA,198,https://github.com/xmindflow/deformableLKA,Y,N/A,,,Attr,Attr,,,,,,Yes
IEEE_TPAMI_SpectralGPT,197,https://github.com/danfenghong/IEEE_TPAMI_SpectralGPT,Y,N/A,,,Attr,Attr,,,,,,Yes
IEEE_TPAMI_SpectralGPT,197,https://github.com/danfenghong/IEEE_TPAMI_SpectralGPT,Y,N/A,,,Attr,Attr,,,,,,Yes
ManiGaussian,195,https://github.com/GuanxingLu/ManiGaussian,Y,N/A,,,Attr,Attr,,,,,,Yes
TRIME,195,https://github.com/princeton-nlp/TRIME,Y,N/A,,,Attr,Attr,,,,,,Yes
storm,194,https://github.com/NVlabs/storm,Y,N/A,,,Attr,Attr,,,,,,Yes
storm,194,https://github.com/NVlabs/storm,Y,N/A,,,Attr,Attr,,,,,,Yes
Solving_ImageNet,192,https://github.com/Alibaba-MIIL/Solving_ImageNet,Y,N/A,,,Attr,Attr,,,,,,Yes
FGVC-PIM,192,https://github.com/chou141253/FGVC-PIM,Y,N/A,,,Attr,Attr,,,,,,Yes
Solving_ImageNet,192,https://github.com/Alibaba-MIIL/Solving_ImageNet,Y,N/A,,,Attr,Attr,,,,,,Yes
MID,192,https://github.com/Gutianpei/MID,Y,N/A,,,Attr,Attr,,,,,,Yes
FGVC-PIM,192,https://github.com/chou141253/FGVC-PIM,Y,N/A,,,Attr,Attr,,,,,,Yes
zerorf,192,https://github.com/eliphatfs/zerorf,Y,N/A,,,Attr,Attr,,,,,,Yes
perch,192,https://github.com/google-research/perch,Y,N/A,,,Attr/Field,Field,,,,,,Yes
perch,192,https://github.com/google-research/perch,Y,N/A,,,Attr,Field,,,,,,Yes
Mantis,191,https://github.com/TIGER-AI-Lab/Mantis,Y,N/A,,,Attr,Attr,,,,,,Yes
Mantis,191,https://github.com/TIGER-AI-Lab/Mantis,Y,N/A,,,Attr,Attr,,,,,,Yes
Sequoia,191,https://github.com/lebrice/Sequoia,Y,N/A,,,Attr,Attr,,,,,,Yes
movement_primitives,190,https://github.com/dfki-ric/movement_primitives,Y,N/A,,,Attr,Attr,,,,,,Yes
movement_primitives,190,https://github.com/dfki-ric/movement_primitives,Y,N/A,,,Attr,Attr,,,,,,Yes
ActionRecorder,186,https://github.com/InamuraJIN/ActionRecorder,Y,N/A,,,Attr,Attr,,,,,,Yes
ActionRecorder,186,https://github.com/InamuraJIN/ActionRecorder,Y,N/A,,,Attr,Attr,,,,,,Yes
ContrastiveDecoding,185,https://github.com/XiangLi1999/ContrastiveDecoding,Y,N/A,,,Attr,Attr,,import_starlette|import_fastapi,,,,Yes
ContrastiveDecoding,185,https://github.com/XiangLi1999/ContrastiveDecoding,Y,N/A,,,Attr,Attr,,import_starlette|import_fastapi,,,,Yes
JittorVis,185,https://github.com/thu-vis/JittorVis,Y,N/A,,,Attr,Attr,,.route|import_flask,,,,Yes
AgentLab,184,https://github.com/ServiceNow/AgentLab,Y,Y,,,Attr/Field,Attr/Field,Function,https://github.com/ServiceNow/AgentLab/blob/0819ae42b6b3c5f384a28a6a0bc1b62f5fdf3c86/src/agentlab/experiments/args.py#L64,,,,
newrelic-python-agent,183,https://github.com/newrelic/newrelic-python-agent,Y,N/A,,,Attr,Attr,,import_pyramid|import_tornado|import_sanic|import_flask|import_django|import_cherrypy|import_falcon|import_aiohttp|import_starlette,,,,Yes
traffic-behavior-simulation,181,https://github.com/NVlabs/traffic-behavior-simulation,Y,N/A,,,Attr,Attr,,,,,,Yes
GPTQModel,180,https://github.com/ModelCloud/GPTQModel,Y,N/A,,,Attr,Attr,,.get/.post/.api_route|import_fastapi,,,,Yes
GPTQModel,180,https://github.com/ModelCloud/GPTQModel,Y,N/A,,,Attr,Attr,,.get/.post/.api_route|import_fastapi,,,,Yes
strawberry-django-plus,179,https://github.com/blb-ventures/strawberry-django-plus,Y,N/A,,,Attr,Attr,,,,,,Yes
TranSpeech,177,https://github.com/Rongjiehuang/TranSpeech,Y,N/A,,,Attr,Attr,,,,,,Yes
CryptoDeepTools,177,https://github.com/demining/CryptoDeepTools,Y,N/A,,,Attr,Attr,,import_django,,,,Yes
TranSpeech,177,https://github.com/Rongjiehuang/TranSpeech,Y,N/A,,,Attr,Attr,,,,,,Yes
CryptoDeepTools,177,https://github.com/demining/CryptoDeepTools,Y,N/A,,,Attr,Attr,,import_django,,,,Yes
foundation-model-stack,176,https://github.com/foundation-model-stack/foundation-model-stack,Y,N/A,,,Attr,Attr,,,,,,Yes
DDP,176,https://github.com/JiYuanFeng/DDP,Y,N/A,,,Attr/Field,Field,,,,,,Yes
DDP,176,https://github.com/JiYuanFeng/DDP,Y,N/A,,,Attr,Field,,,,,,Yes
foundation-model-stack,176,https://github.com/foundation-model-stack/foundation-model-stack,Y,N/A,,,Attr,Attr,,,,,,Yes
foundation-model-stack,176,https://github.com/foundation-model-stack/foundation-model-stack,Y,N/A,,,Attr,Field,,,,,,Yes
hubble,176,https://github.com/Autodesk/hubble,Y,N,,,,,,,,,,
dyffusion,175,https://github.com/Rose-STL-Lab/dyffusion,Y,N/A,,,Attr,Attr,,,,,,Yes
oslo,175,https://github.com/EleutherAI/oslo,Y,N,,"attribute key check: not startwith(""__"")",,,,,,,,
ecs_composex,174,https://github.com/compose-x/ecs_composex,Y,N/A,,,Attr,Attr,,,,,,Yes
segment-anything-u-specify,174,https://github.com/MaybeShewill-CV/segment-anything-u-specify,Y,N/A,,,Attr/Field,Field,,,,,,Yes
segment-anything-u-specify,174,https://github.com/MaybeShewill-CV/segment-anything-u-specify,Y,N/A,,,Attr,Field,,,,,,Yes
ecs_composex,174,https://github.com/compose-x/ecs_composex,Y,N/A,,,Attr,Attr,,,,,,Yes
stable-diffusion-grpcserver,174,https://github.com/hafriedlander/stable-diffusion-grpcserver,Y,N/A,,,Attr,Attr,,import_aiohttp,,,,Yes
pbrs-humanoid,174,https://github.com/se-hwan/pbrs-humanoid,Y,N/A,,,Attr,Attr,,,,,,Yes
lambda-text-extractor,174,https://github.com/skylander86/lambda-text-extractor,Y,N/A,,,Attr,Attr,,import_aiohttp,,,,Yes
LLaMA3-Quantization,172,https://github.com/Macaronlin/LLaMA3-Quantization,Y,N/A,,,Attr,Attr,,,,,,Yes
GrokkedTransformer,172,https://github.com/OSU-NLP-Group/GrokkedTransformer,Y,N/A,,,Attr,Attr,,import_starlette|import_fastapi,,,,Yes
blobgan,172,https://github.com/dave-epstein/blobgan,Y,N/A,,,Attr,Attr,,,,,,Yes
LLaMA3-Quantization,172,https://github.com/Macaronlin/LLaMA3-Quantization,Y,N/A,,,Attr,Attr,,,,,,Yes
blobgan,172,https://github.com/dave-epstein/blobgan,Y,N/A,,,Attr,Attr,,,,,,Yes
Aidget,172,https://github.com/midea-ai/Aidget,Y,N/A,,,Attr,Attr,,,,,,Yes
ParroT,172,https://github.com/wxjiao/ParroT,Y,N/A,,,Attr,Attr,,import_starlette|import_fastapi,,,,Yes
cum,171,https://github.com/Hamuko/cum,Y,N/A,,,Attr,Attr,,,,,,Yes
cum,171,https://github.com/Hamuko/cum,Y,N/A,,,Attr,Attr,,,,,,Yes
VideoRecap,171,https://github.com/md-mohaiminul/VideoRecap,Y,N/A,,,Attr,Attr,,,,,,Yes
AgentLab,171,https://github.com/ServiceNow/AgentLab,Y,Y,,,Attr/Field,Attr/Field,,ServiceNow big company,,,,
ai-flow,171,https://github.com/flink-extended/ai-flow,Y,N,,merge_objects,,,,,,,,
IceKube,171,https://github.com/WithSecureLabs/IceKube,Y,N,,"good setter,but no recursive operation",,,,,,,,
k8s-handle,170,https://github.com/2gis/k8s-handle,Y,N/A,,,Attr,Field,,,,,,Yes
k8s-handle,170,https://github.com/2gis/k8s-handle,Y,N/A,,,Attr/Field,Field,,,,,,Yes
k8s-handle,170,https://github.com/2gis/k8s-handle,Y,N/A,,,Attr/Field,Field,,,,,,Yes
k8s-handle,170,https://github.com/2gis/k8s-handle,Y,N/A,,,Attr,Field,,,,,,Yes
coax,169,https://github.com/coax-dev/coax,Y,N/A,,,Attr,Attr,,,,,,Yes
coax,169,https://github.com/coax-dev/coax,Y,N/A,,,Attr,Attr,,,,,,Yes
Prusa-Link,169,https://github.com/prusa3d/Prusa-Link,Y,N,,type checking on base object.,N,N,,,,,,
Prusa-Link,169,https://github.com/prusa3d/Prusa-Link,Y,N,,obj type must be Basemodel,,,,,,,,
footballanalysis,169,https://github.com/FootballAnalysis/footballanalysis,Y,N,,self dest obj,,,,,,,,
Deep-Whole-Body-Control,168,https://github.com/MarkFzp/Deep-Whole-Body-Control,Y,N/A,,,Attr,Attr,,,,,,Yes
Deep-Whole-Body-Control,168,https://github.com/MarkFzp/Deep-Whole-Body-Control,Y,N/A,,,Attr,Attr,,,,,,Yes
FreeCAD-render,167,https://github.com/FreeCAD/FreeCAD-render,Y,N/A,,,Attr,Attr,,,,,,Yes
Plan4MC,167,https://github.com/PKU-RL/Plan4MC,Y,N/A,,,Attr,Attr,,,,,,Yes
FreeCAD-render,167,https://github.com/FreeCAD/FreeCAD-render,Y,N/A,,,Attr,Attr,,,,,,Yes
Plan4MC,167,https://github.com/PKU-RL/Plan4MC,Y,N/A,,,Attr,Attr,,,,,,Yes
hubs-blender-exporter,166,https://github.com/Hubs-Foundation/hubs-blender-exporter,Y,N/A,,,Attr,Attr,,,,,,Yes
ChimeraX,165,https://github.com/RBVI/ChimeraX,Y,N/A,,,Attr,Attr,,,,,,Yes
fusilli,165,https://github.com/florencejt/fusilli,Y,N/A,,,Attr,Attr,,,,,,Yes
ChimeraX,165,https://github.com/RBVI/ChimeraX,Y,N/A,,,Attr,Attr,,,,,,Yes
fusilli,165,https://github.com/florencejt/fusilli,Y,N/A,,,Attr,Attr,,,,,,Yes
sparse-detr,165,https://github.com/kakaobrain/sparse-detr,Y,N/A,,,Attr,Attr,,,,,,Yes
byro,164,https://github.com/byro/byro,Y,N/A,,,Attr,Attr,,django_re_path|django_path|import_django,,,,Yes
byro,164,https://github.com/byro/byro,Y,N/A,,,Attr,Attr,,django_re_path|django_path|import_django,,,,Yes
uav_data_harvesting,163,https://github.com/hbayerlein/uav_data_harvesting,Y,N/A,,,Attr,Attr,,,,,,Yes
optimum-habana,163,https://github.com/huggingface/optimum-habana,Y,N/A,,,Attr,Attr,,,,,,Yes
SemTorch,162,https://github.com/WaterKnight1998/SemTorch,Y,N/A,,,Attr/Field,Field,,,,,,Yes
SemTorch,162,https://github.com/WaterKnight1998/SemTorch,Y,N/A,,,Attr,Field,,,,,,Yes
higan,162,https://github.com/genforce/higan,Y,N/A,,,Attr,Attr,,,,,,Yes
fuddly,162,https://github.com/k0retux/fuddly,Y,N/A,,,Attr,Attr,,,,,,Yes
OneBit,162,https://github.com/xuyuzhuang11/OneBit,Y,N/A,,,Attr,Attr,,import_starlette|import_fastapi,,,,Yes
BridgeTower,161,https://github.com/microsoft/BridgeTower,Y,N/A,,,Attr,Attr,,,,,,Yes
ESFT,160,https://github.com/deepseek-ai/ESFT,Y,N/A,,,Attr,Attr,,,,,,Yes
ESFT,160,https://github.com/deepseek-ai/ESFT,Y,N/A,,,Attr,Attr,,,,,,Yes
meshGraphNets_pytorch,158,https://github.com/echowve/meshGraphNets_pytorch,Y,N/A,,,Attr/Field,Attr,,,,,,Yes
assembly,158,https://github.com/mardix/assembly,Y,N/A,,,Attr,Attr,,.route|import_flask,,,,Yes
Portrait3D,158,https://github.com/oneThousand1000/Portrait3D,Y,N/A,,,Attr,Attr,,,,,,Yes
graphqllib,158,https://github.com/dittos/graphqllib,Y,N,,,N,N,,,,,,
graphqllib,158,https://github.com/dittos/graphqllib,Y,N,,,,,,,,,,
F-Clip,158,https://github.com/Delay-Xili/F-Clip,Y,N,,self dest obj,,,,,,,,
tile2net,156,https://github.com/VIDA-NYU/tile2net,Y,N/A,,,Attr,Attr,,,,,,Yes
tile2net,156,https://github.com/VIDA-NYU/tile2net,Y,N/A,,,Attr,Attr,,,,,,Yes
netchecks,156,https://github.com/hardbyte/netchecks,Y,Y,,,Attr/Field,Attr/Field,Function,,,,,
netchecks,156,https://github.com/hardbyte/netchecks,Y,Y,,,Attr,Attr/Field,,,,,,
LLM-Drop,155,https://github.com/CASE-Lab-UMD/LLM-Drop,Y,N/A,,,Attr,Attr,,,,,,Yes
TACO,155,https://github.com/FlagOpen/TACO,Y,N/A,,,Attr,Attr,,,,,,Yes
LLM-Drop,155,https://github.com/CASE-Lab-UMD/LLM-Drop,Y,N/A,,,Attr,Attr,,,,,,Yes
TACO,155,https://github.com/FlagOpen/TACO,Y,N/A,,,Attr,Attr,,,,,,Yes
Real3D,154,https://github.com/hwjiang1510/Real3D,Y,N/A,,,Attr,Attr,,,,,,Yes
getdist,153,https://github.com/cmbant/getdist,Y,N/A,,,Attr,Attr,,,,,,Yes
getdist,153,https://github.com/cmbant/getdist,Y,N/A,,,Attr,Attr,,,,,,Yes
QLLM,153,https://github.com/wejoncy/QLLM,Y,N/A,,,Attr,Attr,,,,,,Yes
relax,153,https://github.com/mlc-ai/relax,Y,N,,type checking on base object.,,,,,,,,
UniHCP,153,https://github.com/OpenGVLab/UniHCP,Y,N,,,,,,,,,,
A-ViT,152,https://github.com/NVlabs/A-ViT,Y,N/A,,,Attr,Attr,,,,,,Yes
A-ViT,152,https://github.com/NVlabs/A-ViT,Y,N/A,,,Attr,Attr,,,,,,Yes
VideoAgent,152,https://github.com/YueFan1014/VideoAgent,Y,N/A,,,Attr,Attr,,,,,,Yes
ICV,152,https://github.com/shengliu66/ICV,Y,N/A,,,Attr,Attr,,,,,,Yes
EPro-PnP-v2,152,https://github.com/tjiiv-cprg/EPro-PnP-v2,Y,N/A,,,Attr,Attr,,,,,,Yes
knowledge-neurons,151,https://github.com/EleutherAI/knowledge-neurons,Y,N/A,,,Attr,Field,,,,,,Yes
knowledge-neurons,151,https://github.com/EleutherAI/knowledge-neurons,Y,N/A,,,Attr,Attr,,,,,,Yes
knowledge-neurons,151,https://github.com/EleutherAI/knowledge-neurons,Y,N/A,,,Attr,Attr,,,,,,Yes
knowledge-neurons,151,https://github.com/EleutherAI/knowledge-neurons,Y,N/A,,,Attr,Field,,,,,,Yes
pyadi-iio,151,https://github.com/analogdevicesinc/pyadi-iio,Y,N/A,,,Attr/Field,Attr,,,,,,Yes
netpyne,151,https://github.com/suny-downstate-medical-center/netpyne,Y,N/A,,,Attr/Field,Field,,rule_instantiation,,,,Yes
netpyne,151,https://github.com/suny-downstate-medical-center/netpyne,Y,N/A,,,Attr,Field,,rule_instantiation,,,,Yes
event_based_optical_flow,151,https://github.com/tub-rip/event_based_optical_flow,Y,N/A,,,Attr,Attr,,,,,,Yes
UnicomDailyTask,151,https://github.com/rhming/UnicomDailyTask,Y,N,,"attribute key check: not startwith(""__"")",N,N,,,,,,
UnicomDailyTask,151,https://github.com/rhming/UnicomDailyTask,Y,N,,,,,,,,,,
SourceOps,150,https://github.com/bonjorno7/SourceOps,Y,N/A,,,Attr/Field,Attr,,,,,,Yes
ManiSkill-Legacy,150,https://github.com/haosulab/ManiSkill-Legacy,Y,N/A,,,Attr/Field,Field,,,,,,Yes
ManiSkill-Legacy,150,https://github.com/haosulab/ManiSkill-Legacy,Y,N/A,,,Attr,Field,,,,,,Yes
VisualAgentBench,149,https://github.com/THUDM/VisualAgentBench,Y,N/A,,,Attr,Attr,,import_aiohttp|import_fastapi,,,,Yes
VisualAgentBench,149,https://github.com/THUDM/VisualAgentBench,Y,N/A,,,Attr,Attr,,import_aiohttp|import_fastapi,,,,Yes
Vector-Tiles-Reader-QGIS-Plugin,149,https://github.com/geometalab/Vector-Tiles-Reader-QGIS-Plugin,Y,N/A,,,Attr,Attr,,,,,,Yes
BEVFusion-ROS-TensorRT,149,https://github.com/linClubs/BEVFusion-ROS-TensorRT,Y,N/A,,,Attr,Attr,,,,,,Yes
BEVFusion-ROS-TensorRT,149,https://github.com/linClubs/BEVFusion-ROS-TensorRT,Y,N/A,,,Attr/Field,Field,,,,,,Yes
BEVFusion-ROS-TensorRT,149,https://github.com/linClubs/BEVFusion-ROS-TensorRT,Y,N/A,,,Attr,Field,,,,,,Yes
SpeechEmotionRecognition-Pytorch,149,https://github.com/yeyupiaoling/SpeechEmotionRecognition-Pytorch,Y,N/A,,,Attr,Attr,,,,,,Yes
visual_wholebody,149,https://github.com/Ericonaldo/visual_wholebody,Y,N,,"apply_random_samples, false positive",,,,,,,,
TestSlide,148,https://github.com/facebook/TestSlide,Y,N/A,,,Attr,Attr,,,,,,Yes
TestSlide,148,https://github.com/facebook/TestSlide,Y,N/A,,,Attr,Attr,,,,,,Yes
LayoutGeneration,148,https://github.com/microsoft/LayoutGeneration,Y,N/A,,,Attr,Attr,,import_starlette|import_fastapi,,,,Yes
RAG-query-rewriting,148,https://github.com/xbmxb/RAG-query-rewriting,Y,N/A,,,Attr,Attr,,import_starlette|import_fastapi,,,,Yes
MobileNeXt,148,https://github.com/yitu-opensource/MobileNeXt,Y,N/A,,,Attr,Attr,,,,,,Yes
python-swat,148,https://github.com/sassoftware/python-swat,Y,N,,,,,,,,,,
mtpy,147,https://github.com/MTgeophysics/mtpy,Y,N/A,,,Attr,Attr,,,,,,Yes
mtpy,147,https://github.com/MTgeophysics/mtpy,Y,N/A,,,Attr,Attr,,,,,,Yes
Relation-DETR,147,https://github.com/xiuqhou/Relation-DETR,Y,N,,restrict dest obj type when setting attr,,,,,,,,
deluge-telegramer,146,https://github.com/noam09/deluge-telegramer,Y,N/A,,,Attr,Attr/Field,,import_tornado,,,,Yes
Trans2Seg,146,https://github.com/xieenze/Trans2Seg,Y,N/A,,,Attr/Field,Field,,,,,,Yes
Trans2Seg,146,https://github.com/xieenze/Trans2Seg,Y,N/A,,,Attr,Field,,,,,,Yes
OFASys,145,https://github.com/OFA-Sys/OFASys,Y,N/A,,,Attr,Attr,,.route|import_flask,,,,Yes
OFASys,145,https://github.com/OFA-Sys/OFASys,Y,N/A,,,Attr,Attr,,.route|import_flask,,,,Yes
Law_of_Vision_Representation_in_MLLMs,145,https://github.com/bronyayang/Law_of_Vision_Representation_in_MLLMs,Y,N/A,,,Attr,Attr,,,,,,Yes
shortformer,145,https://github.com/ofirpress/shortformer,Y,N/A,,,Attr,Attr,,import_tornado,,,,Yes
xitorch,145,https://github.com/xitorch/xitorch,Y,N/A,,,Attr,Attr,,,,,,Yes
mybolg,143,https://github.com/NoGameNoLife00/mybolg,Y,N/A,,,Attr,Attr,,view_functions|import_flask|rule_instantiation|dot_add_url_rule|import_django|dot_endpoint|.route,,,,Yes
RobustCNN,143,https://github.com/UCSC-VLAA/RobustCNN,Y,N/A,,,Attr,Attr,,,,,,Yes
mybolg,143,https://github.com/NoGameNoLife00/mybolg,Y,N/A,,,Attr,Attr,,view_functions|import_flask|rule_instantiation|dot_add_url_rule|import_django|dot_endpoint|.route,,,,Yes
RobustCNN,143,https://github.com/UCSC-VLAA/RobustCNN,Y,N/A,,,Attr,Attr,,,,,,Yes
gns,143,https://github.com/geoelements/gns,Y,N/A,,,Attr/Field,Attr,,,,,,Yes
opensoundscape,143,https://github.com/kitzeslab/opensoundscape,Y,N/A,,,Attr,Attr,,,,,,Yes
MVFNet,143,https://github.com/whwu95/MVFNet,Y,N/A,,,Attr,Attr,,,,,,Yes
pyrpl,142,https://github.com/pyrpl-fpga/pyrpl,Y,N/A,,,Attr,Attr,,,,,,Yes
SeqDex,142,https://github.com/sequential-dexterity/SeqDex,Y,N/A,,,Attr,Attr,,,,,,Yes
gramex,141,https://github.com/gramener/gramex,Y,N/A,,,Attr/Field,Field,,import_tornado|add_handlers,,,,Yes
gramex,141,https://github.com/gramener/gramex,Y,N/A,,,Attr,Field,,import_tornado|add_handlers,,,,Yes
sequencer,141,https://github.com/okojoalg/sequencer,Y,N/A,,,Attr,Attr,,,,,,Yes
hyperdrive,141,https://github.com/suchak1/hyperdrive,Y,N/A,,,Attr,Attr,,,,,,Yes
whad-client,141,https://github.com/whad-team/whad-client,Y,N/A,,,Attr,Attr,,,,,,Yes
RLSolver,140,https://github.com/AI4Finance-Foundation/RLSolver,Y,N/A,,,Attr,Attr,,,,,,Yes
Video-to-Retail-Platform,140,https://github.com/cap-ntu/Video-to-Retail-Platform,Y,N/A,,,Attr,Attr,,django_re_path|import_fastapi|django_path|import_django|import_starlette,,,,Yes
RLSolver,140,https://github.com/AI4Finance-Foundation/RLSolver,Y,N/A,,,Attr,Attr,,,,,,Yes
Video-to-Retail-Platform,140,https://github.com/cap-ntu/Video-to-Retail-Platform,Y,N/A,,,Attr,Attr,,django_re_path|import_fastapi|django_path|import_django|import_starlette,,,,Yes
zalo_ltr_2021,139,https://github.com/CuongNN218/zalo_ltr_2021,Y,N/A,,,Attr,Attr,,import_starlette|import_fastapi,,,,Yes
zalo_ltr_2021,139,https://github.com/CuongNN218/zalo_ltr_2021,Y,N/A,,,Attr,Attr,,import_starlette|import_fastapi,,,,Yes
openleadr-python,139,https://github.com/OpenLEADR/openleadr-python,Y,N,,dest obj dataclass check,,,,,,,,
GLAT,138,https://github.com/FLC777/GLAT,Y,N/A,,,Attr,Attr,,,,,,Yes
GLAT,138,https://github.com/FLC777/GLAT,Y,N/A,,,Attr,Attr,,,,,,Yes
Knowledge-Distillation-Toolkit,138,https://github.com/georgian-io/Knowledge-Distillation-Toolkit,Y,N/A,,,Attr,Attr,,import_tornado,,,,Yes
