project_name,num_downloads
springserve,1909967
cachey,1909928
django-loginas,1909754
django-split-settings,1909548
solana,1908338
ipython-sql,1907356
gpy,1904902
adjust-precision-for-schema,1904713
sanic-testing,1903293
sortedcollections,1901931
pytest-sftpserver,1901854
scalecodec,1898744
nr-util,1897895
httpbin,1897654
teamhack-nmap,1896696
logstash-formatter,1896612
pyexcel-xlsx,1896000
kaldi-io,1894058
selenium-stealth,1893777
airflow-dbt-python,1893341
nr-date,1893115
simplejpeg,1892956
pylint-junit,1891326
hacking,1890641
langchain-huggingface,1890631
dbt-sqlserver,1888118
mozterm,1887885
apache-airflow-providers-vertica,1886756
linformer,1886670
higher,1885227
os-sys,1884367
paramz,1884031
pid,1883711
objectpath,1883148
dawg-python,1882272
schemachange,1881017
sahi,1880503
taskipy,1879624
interrogate,1879425
pyarrow-stubs,1879196
flask-redis,1879068
motmetrics,1876904
scann,1875243
py-tgcalls,1875077
datashader,1874827
kcli,1873247
cfnresponse,1872405
sphinx-bootstrap-theme,1872247
loky,1871818
mypy-boto3-timestream-influxdb,1871436
clvm-tools,1870526
aiotask-context,1870017
fastwarc,1869778
magicgui,1869713
torch-complex,1869484
purl,1868852
pygltflib,1868778
dataclasses-json-speakeasy,1868656
deepface,1868361
cdk-aurora-globaldatabase,1867509
pip-autoremove,1867458
django-types,1867246
sphinx-external-toc,1866089
bqplot,1864241
placebo,1864216
gcloud-rest-auth,1864035
sagemaker-feature-store-pyspark-3-1,1862935
dall-e,1861364
prometheus-async,1860961
pymsalruntime,1860348
h2o-wave,1860006
kedro-telemetry,1859930
pytest-testrail,1859341
pybboxes,1859289
fs-sshfs,1858996
django-better-admin-arrayfield,1857677
airflow-clickhouse-plugin,1855918
business-duration,1855047
clvm,1854637
purecloudplatformclientv2,1854409
facets-overview,1853663
odict,1853486
construct-typing,1853044
pyunpack,1853002
sample-helper-aws-appconfig,1852152
oslo-db,1851588
teradata,1851205
antsibull-changelog,1850855
cron-schedule-triggers,1849834
mypy-boto3-nimble,1849609
xvfbwrapper,1849343
dartsclone,1847192
pydantic-avro,1846867
pyarmor-cli-core,1846829
robotframework-selenium2library,1846120
iden,1845948
torch-tb-profiler,1844820
splinter,1844697
ggshield,1843849
pycodestyle-magic,1843693
python-gvm,1842605
app-model,1842110
path-dict,1841772
glpk,1841317
pygrib,1840333
pysqlite3,1840295
mo-logs,1839072
mssql-django,1838625
parallel-ssh,1838410
pyqtwebengine-qt5,1837945
pyemd,1837799
pangres,1837336
pymongocrypt,1837200
wikipedia-api,1836966
plugp100,1836931
gocardless-pro,1836921
pycountry-convert,1836323
neatest,1835483
json-diff,1835325
smbus2,1835092
cupy-cuda11x,1834827
fastapi-users,1833325
asyncmy,1833132
case-converter,1832394
bounded-pool-executor,1831406
pick,1831356
aliyun-python-sdk-rds,1831071
types-fpdf2,1830197
mip,1828923
chkpkg,1828068
fuzzyfinder,1826704
python-documentcloud,1826339
mo-kwargs,1825490
pyxnat,1821977
libarchive-c,1821667
opentelemetry-exporter-gcp-monitoring,1820117
kedro-viz,1819339
joblibspark,1818682
pydantic-factories,1817929
jschon,1817637
mode-streaming,1815033
dtw-python,1814157
tach,1813921
ytmusicapi,1813260
pan-python,1812112
mxnet-mkl,1810942
spark-expectations,1810705
target-jsonl,1809894
demjson3,1809459
pyconify,1809189
npe2,1808729
pyqtdarktheme,1807683
ipython-autotime,1807335
internetarchive,1804888
pytest-mpl,1804204
playsound,1803207
collate-sqllineage,1802828
cdk8s,1801495
mypy-boto3-deadline,1801045
adbc-driver-manager,1800941
sparse-dot-topn,1800241
mypy-boto3-codeconnections,1799919
pyjq,1799574
meraki,1799320
exrex,1798789
pytest-pretty,1796354
django-revproxy,1795323
asdf,1794448
reno,1792525
mypy-boto3-controlcatalog,1792024
soda-core-snowflake,1791290
django-pgactivity,1790970
cdk-events-notify,1790673
napari-svg,1789453
dbus-python,1788338
stringparser,1787474
vininfo,1786568
pdf2docx,1785935
trcli,1785724
plumber,1784140
dbldatagen,1784008
elyra,1783447
az-cli,1782157
rtp,1782046
starsessions,1781980
django-pglock,1781589
pyperf,1781553
napari-console,1781446
sqlalchemy-pytds,1781173
bincopy,1780954
pysnow,1780473
latex2mathml,1779636
aad-token-verify,1779127
styleframe,1779039
aws-cdk-aws-s3-notifications,1778766
fs-gcsfs,1778279
fonts,1777338
aioesphomeapi,1773721
colorhash,1772961
pytorch-ranger,1772404
mm,1772255
loess,1772016
flake8-html,1771088
openseespy,1769338
neo4j-driver,1769108
urdfpy,1769003
plotbin,1768945
dagster-datadog,1768216
tippo,1767965
perlin-noise,1767723
napari,1766516
pluralizer,1766015
yolov5,1764883
salesforce-fuelsdk-sans,1764289
pytest-structlog,1762576
raiutils,1760988
setuptools-download,1759711
ldap,1759706
fuzzy,1759602
aliyun-python-sdk-core-v3,1759303
earthengine-api,1757940
no-manylinux,1756395
django-admin-interface,1755753
pgdb,1755381
pytest-watcher,1755176
zappa,1754301
mkdocs-jupyter,1754160
html-to-json,1753751
bcpandas,1752593
eight,1752427
pyldavis,1752274
jupyter-book,1751953
globus-sdk,1751655
dask-cuda,1749965
icmplib,1749041
face-recognition,1747322
megatron-core,1747085
opencensus-ext-flask,1747082
pylint-pytest,1746464
smartlingapisdk,1744100
lapx,1743098
daiquiri,1743091
codefind,1741600
flask-mongoengine,1740988
python-i18n,1740148
pyxray,1740130
pygaljs,1739227
rdrobust,1737404
text-generation,1736516
compressed-tensors,1736411
hdext,1735593
libvirt-python,1735446
pixelmatch,1735398
graphene-file-upload,1735396
daal,1735175
keras2onnx,1735098
pybind11-global,1734436
azureml-metrics,1734119
ytsaurus-client,1733943
music21,1732943
nicegui,1731854
pyartifactory,1731756
dataengine,1731299
wxpython,1730737
pretrainedmodels,1729584
libtmux,1728653
pylibftdi,1727763
vllm-flash-attn,1727546
aiojobs,1727511
rmsd,1726607
jupyter-dash,1726579
geffnet,1726397
datumaro,1726065
airflow-provider-fivetran-async,1725789
datasketches,1725652
ipinfo,1725059
apache-airflow-providers-samba,1724570
torch-optimizer,1724238
yorm,1723693
mypy-boto3-worklink,1723028
astronomer-providers,1722759
sphinx-thebe,1722492
flake8-tuple,1721698
flake8-unused-arguments,1719565
pulumi-kubernetes,1719056
awscurl,1718947
certifi-linux,1718570
deepeval,1718278
snakebite-py3,1717484
pedalboard,1717284
bpemb,1717115
types-polib,1716804
stk,1715994
django-bootstrap5,1715828
pytest-isort,1715690
pylint-exit,1714587
treetable,1713748
mne,1713071
labmaze,1710945
c7n-mailer,1710377
django-multidb-router,1709059
html-sanitizer,1708239
cpe,1707303
pandas-ta,1706937
twython,1706200
atomlite,1705865
tensorrt,1705160
django-lifecycle,1705126
lbt-dragonfly,1703613
dukpy,1703249
pytest-djangoapp,1702706
schema-salad,1701810
aws-cdk-aws-codepipeline,1701067
ta,1700873
pgzip,1700840
pandas-access,1699019
pyarango,1698687
quantconnect-stubs,1698662
django-pipeline,1697346
www-authenticate,1695932
pytest-astropy,1693133
mypy-boto3-route53profiles,1690343
apache-airflow-providers-jira,1690248
fissix,1690072
crossplane,1690057
flask-cloudflared,1689903
mchammer,1689624
meross-iot,1689047
rocketchat-api,1688496
spindry,1688492
googlesearch-python,1688170
beam-nuggets,1687860
flair,1687764
font-roboto,1686940
sphinx-mdinclude,1686880
jaro-winkler,1686802
razorpay,1685329
pycrdt,1685045
collectfast,1684968
prowler,1684639
asdf-transform-schemas,1682818
skorch,1682391
subprocess-run,1681888
json-logic,1681133
types-atomicwrites,1680495
langkit,1678541
mergepythonclient,1678443
compel,1675585
sudachidict-full,1674251
duet,1673746
daal4py,1673516
deep-merge,1673259
scikit-learn-intelex,1673131
openseespylinux,1672597
pytest-reraise,1672110
darts,1672039
labelbox,1671378
fastexcel,1671313
hypothesis-graphql,1670676
jsonrpcclient,1670572
aws-lambda-context,1670311
link,1668594
listcrunch,1668143
py3rijndael,1666687
nncf,1666678
enum,1666334
konlpy,1666317
djangoql,1665728
azure-mgmt-databricks,1665142
scooch,1664881
svix,1664758
pyroma,1664748
pyfaidx,1664446
qdarkstyle,1658979
meshtastic,1658322
emr-notebooks-magics,1657611
robotframework-debuglibrary,1656892
cdk-certbot-dns-route53,1656799
pytest-black,1656737
prince,1656007
stko,1655537
flask-security-too,1655436
pymavlink,1655381
bioregistry,1655219
types-pyrfc3339,1653664
mteb,1653093
workadays,1652748
catboost-dev,1652488
mat4py,1652079
robocorp-browser,1651884
django-annoying,1651792
python-louvain,1651400
rlpycairo,1651003
multi-model-server,1650046
dynamicprompts,1649877
google-cloud-billing,1648969
aioprometheus,1648466
django-colorful,1648036
mechanicalsoup,1647773
pytest-astropy-header,1646225
django-sass-processor,1645859
ipadic,1645420
pydoop,1645355
apache-airflow-providers-grpc,1645085
plexapi,1644876
mixer,1642824
django-dotenv,1642221
cdk-ecr-deployment,1641634
pytest-cover,1640660
vt-py,1640262
pyxb,1639756
islpy,1639556
hatch-nodejs-version,1639045
python-statsd,1639003
pynliner,1638095
azure-mgmt-postgresqlflexibleservers,1637331
httpx-oauth,1635958
pyastronomy,1635210
sphinx-favicon,1634650
pylibsrtp,1633604
blacken-docs,1633584
flake8-pie,1633318
serverlessrepo,1631193
django-pwa,1630926
flake8-annotations-complexity,1630834
apify-shared,1630680
acryl-datahub-classify,1629845
conda,1629743
urlpath,1629710
pytest-logger,1629697
hl7apy,1629632
django-soft-delete,1629572
flake8-json,1629426
crc,1629401
bech32,1629383
oslo-service,1629197
apache-airflow-providers-asana,1629059
enum-tools,1628801
pyflux,1628730
opencensus-proto,1628467
aiohttp-session,1628242
nevergrad,1626907
asdf-standard,1626678
sagemaker-data-insights,1625003
hpgeom,1624368
vici,1623578
lusid-sdk,1623487
pyrr,1623033
baron,1622752
datetime-truncate,1621535
ovmsclient,1621073
html5-parser,1620946
libsast,1620128
price-parser,1619369
delorean,1617966
pytest-coverage,1617031
salesforce-api,1616070
google-cloud-alloydb,1615625
pdqhash,1614686
django-cache-memoize,1614617
oslo-policy,1612640
types-pysftp,1612259
django-bootstrap-form,1611227
pymel,1611222
ftputil,1610704
telegraph,1610605
granian,1610522
phonetics,1609545
azure-mgmt-mysqlflexibleservers,1608977
cloudfoundry-client,1608379
firebase-functions,1607255
tls-client,1607151
redis-om,1606966
opencensus-ext-stackdriver,1606204
pygitguardian,1606013
pygrok,1605494
oschmod,1605386
basemap,1605083
smartypants,1604843
edk2-pytool-library,1604598
sqloxide,1603771
quantulum3,1603155
pydateinfer,1603087
flake8-executable,1601884
args,1600638
distinctipy,1600125
cron-validator,1599757
django-elasticsearch-dsl-drf,1599446
pandasai,1599073
maya,1598681
dictlib,1598619
sphinx-jupyterbook-latex,1596853
roslibpy,1596508
pysnmpcrypto,1596401
edx-enterprise,1595869
ssh-python,1595764
dbt,1595654
alacorder,1595457
hiyapyco,1595162
bencode-py,1595051
pytest-helpers-namespace,1594919
dspy-ai,1594670
red-black-tree-mod,1594346
redbaron,1594152
nfoursid,1593418
callee,1593043
meilisearch,1592649
flake8-formatter-junit-xml,1592498
mysql-connector-python-rf,1590856
sshfs,1590209
aws-cdk-aws-kinesisfirehose,1588412
llama-index-embeddings-huggingface,1587020
aioice,1586795
django-nine,1586657
onepasswordconnectsdk,1586295
txaws,1585189
sqlacodegen,1584797
commonregex,1584741
dlint,1582342
pyjavaproperties3,1581062
cloudsmith-cli,1580820
dash-auth,1580506
pytest-codspeed,1579931
types-waitress,1578345
lpc-checksum,1577868
stream-inflate,1577604
torchao,1577533
sphinx-multitoc-numbering,1577138
crewai-tools,1575281
mypy-boto3-mailmanager,1575142
setfit,1573905
vlsir,1573560
nanotime,1573353
vlsirtools,1572705
py-mini-racer,1572426
veracode-api-signing,1571780
owslib,1571687
trufflehogregexes,1571616
axe-selenium-python,1571509
protoc-gen-validate,1571234
japanize-matplotlib,1571114
glocaltokens,1570838
parce,1570292
pyeapi,1570212
brotli-asgi,1569407
django-haystack,1569379
sphinxcontrib-apidoc,1568657
moment,1565645
tensordict-nightly,1564886
alchemlyb,1564739
pulpcore-client,1563871
dbt-artifacts-parser,1563654
rocksdict,1563012
django-utils-six,1562895
mplcursors,1562452
sagemaker-training,1562405
wagon,1561846
pyclean,1561682
tts,1561222
openapi-pydantic,1561196
flake8-markdown,1560563
substrate-interface,1559987
dagster-azure,1559977
pygtail,1559911
colour-runner,1559408
pyts,1558840
git-pylint-commit-hook,1558219
clamd,1557942
pytest-shutil,1557942
colorlover,1556704
yamlpath,1556611
faust-streaming,1554594
gvm-tools,1553321
apache-airflow-providers-cloudant,1552946
beancount,1552942
google-benchmark,1552157
dash-ag-grid,1551853
pulumi-gcp,1551680
ff3,1550717
apache-airflow-providers-telegram,1550001
starlette-testclient,1549937
sphinx-comments,1549723
threaded,1549468
nni,1549212
django-bootstrap3,1548480
encodec,1548441
neuralprophet,1548425
fastembed,1547797
django-dbbackup,1546520
bigquery,1546400
markdown-include,1546358
censys,1545819
amazon-textract-caller,1544961
password-strength,1543774
apitools,1543731
pytest-httpbin,1543174
keybert,1542517
iterators,1541908
voluptuous-serialize,1538617
apache-airflow-providers-exasol,1538083
pyheif,1537530
async-asgi-testclient,1536790
codegen,1535595
dtreeviz,1535523
inline-snapshot,1535157
jump-consistent-hash,1534670
fitz,1531265
ulid-transform,1531018
cwltool,1530715
softlayer,1527612
sanic-cors,1527448
python-coveralls,1526642
pycln,1525854
scrapyd,1525212
sqlean-py,1524948
email-to,1524935
webdavclient3,1524583
devpi-common,1524466
flake8-typing-imports,1524361
qpsolvers,1523647
testinfra,1523476
pymatching,1523407
stream-unzip,1523276
pymysqllock,1522893
bigdl-nano,1520917
rootpath,1520307
django-postgres-extra,1518069
token-bucket,1517930
google-gax,1517206
uvicorn-worker,1517144
fastapi-azure-auth,1516305
flake8-use-pathlib,1515481
sphinxcontrib-django,1513097
compas,1512977
aws-cdk-aws-batch,1512902
api4jenkins,1512891
unlzw3,1512626
chalkpy,1512607
ema-pytorch,1512189
aioblescan,1511890
umodbus,1511889
py-vapid,1511622
dedupe,1511585
prefect-dask,1511229
r2pipe,1510711
pypi,1510399
pulumi-random,1510093
parsl,1507870
flask-log-request-id,1507267
django-rest-polymorphic,1505446
django-jsonform,1504428
config-formatter,1503173
benchling-api-client,1503152
logtail-python,1503039
power-grid-model,1502946
python-gdcm,1502782
requests-credssp,1502505
kubernetes-stubs,1502408
django-jsonfield,1502262
dash-daq,1501887
dicomweb-client,1501357
jina,1501051
wsaccel,1500490
fast-depends,1500053
apache-airflow-providers-apache-pinot,1499759
googleauthentication,1499547
oslo-middleware,1499077
patterns,1498751
nuitka,1498639
oslotest,1498213
globus-compute-sdk,1497796
pypi-simple,1497733
chainlit,1497698
pyobjc-framework-coremidi,1497333
mrcfile,1497022
scout-apm,1496291
olefileio-pl,1495663
lion-pytorch,1495470
flet-core,1494953
elasticsearch5,1494221
edge-tts,1494024
artifactory,1493545
pycron,1492785
http-ece,1492509
repath,1492263
lakefs-sdk,1491995
mapbox,1491531
lumigo-core,1490306
openvisus,1489624
grafana-client,1489609
cacheout,1489185
autovizwidget,1489125
ast-grep-py,1488366
pynrrd,1488066
kitchen,1486633
kolo,1486601
antlr-denter,1486573
hdijupyterutils,1486265
funasr,1485664
ukpostcodeparser,1485259
awscli-plugin-s3-proxy,1484934
pybigquery,1484669
pytest-reporter,1484593
ocrmypdf,1484539
devpi-client,1484190
pytrie,1483854
css-html-js-minify,1482962
model-archiver,1482811
ailever,1481877
mosek,1480341
lorem-text,1478599
mypy-boto3-codestar,1477653
python-bitcoinlib,1477320
prefect-sqlalchemy,1477233
py-bip39-bindings,1477216
visdom,1476998
ai21,1476420
ale-py,1476085
safer,1475867
edk2-pytool-extensions,1475382
setuptools-odoo,1475154
langchain-mistralai,1475125
matplotlib-venn,1475057
pytest-antilru,1474726
pytest-mock-resources,1474404
p4p,1474310
configcat-client,1474096
pyqt5-tools,1473200
pycdlib,1471722
astro-sdk-python,1471478
atomicwrites-homeassistant,1470906
aws-wsgi,1470689
genbadge,1470334
neovim,1469622
apache-airflow-providers-facebook,1469467
apache-airflow-providers-apache-cassandra,1468508
pyexcel-xls,1468348
macaddress,1468209
sphinx-markdown-builder,1468179
generalimport,1468008
pyscf,1467091
hierarchicalforecast,1466468
pyevtk,1466111
google-oauth,1464411
dataengineeringutils3,1463821
firebolt-sdk,1462745
dbus-next,1462499
pytest-describe,1462142
vermin,1461375
honeycomb-beeline,1461267
dash-extensions,1461174
datetime-quarter,1460383
snakemake,1459578
cybrid-api-id-python,1458999
zcbor,1457927
fst-pso,1457525
htmltools,1457289
streamlit-option-menu,1456982
google-cloud-notebooks,1456720
gcloud-aio-datastore,1456371
django-vite,1456286
phpserialize,1456181
epicscorelibs,1455730
pot,1455699
cybrid-api-organization-python,1455554
tqdm-loggable,1455131
pluginlib,1454810
faststream,1454101
qh3,1452911
botbuilder-schema,1452745
jupyterthemes,1452638
asyncua,1452449
english-words,1452444
xxtea,1452257
geolib,1452155
transformations,1451787
xrft,1451078
gluoncv,1450900
youtube-search-python,1450743
flake8-no-implicit-concat,1450738
pansi,1450026
contexttimer,1449977
aws-cdk-aws-apigatewayv2-integrations-alpha,1449955
django-browser-reload,1449618
python-heatclient,1449190
honeycomb-opentelemetry,1448681
srt,1448474
shodan,1448469
clickhouse-pool,1447535
pims,1446661
cf-xarray,1445991
sphinx-intl,1445758
drf-standardized-errors,1445529
git-filter-repo,1445460
databricks-test,1445240
mt-940,1445077
apache-airflow-providers-influxdb,1444961
pytest-regressions,1444616
django-rosetta,1444477
torch-ema,1443956
pypi-timemachine,1443633
mongomock-motor,1443182
pyuwsgi,1442815
aspy-refactor-imports,1442045
cirq-google,1441309
minify-html,1441253
pyatlan,1441164
click-config-file,1441111
heroku3,1440614
doublemetaphone,1440595
control,1439824
filecheck,1439671
gamma-pytools,1439345
ansible-vault,1439169
pyop,1438945
miniful,1438741
event-model,1437757
fixture,1437622
python-markdown-math,1437447
python-hosts,1437361
ruff-lsp,1437058
python-nmap,1436561
flex,1435642
misaka,1435373
magika,1435143
betamax,1434966
pyrad,1434433
tavily-python,1433482
mojap-metadata,1432750
g4f,1432710
deltacat,1432097
pykube,1432094
habluetooth,1432049
auto-gptq,1431416
keras-core,1431383
cybrid-api-bank-python,1430983
rapidocr-onnxruntime,1429947
zhon,1429913
django-graphql-jwt,1429609
pymunk,1428977
acquire,1428713
juju,1427857
pytest-test-groups,1427272
pymobiledetect,1427191
assemblyai,1426210
redlock,1425919
certbot-dns-godaddy,1425615
together,1425615
dumb-init,1425600
meltanolabs-target-snowflake,1425253
prefect-slack,1424750
cogapp,1424651
scikit-surprise,1423604
nosexcover,1421830
contentful,1421569
pandas-redshift,1420654
cdk-common,1420554
scikit-survival,1420350
antsibull-docs-parser,1419775
py3dmol,1419688
pytest-md,1417955
bumpver,1417740
nbtlib,1417546
msgpack-types,1417530
datadogpy,1416845
google-cloud-retail,1416398
jsonify,1416196
pytest-grpc,1415178
jinjanator,1415113
dbstream,1414888
py-ed25519-zebra-bindings,1414659
pytest-faker,1414512
pykafka,1414178
pysparkip,1413904
cdk-lambda-layer-curl,1413295
jinjanator-plugins,1413159
mozlog,1413043
aws-cdk-aws-kinesisfirehose-alpha,1412929
globus-compute-endpoint,1412752
colour-science,1412633
littlefs-python,1412340
async-interrupt,1410820
coqpit,1410421
airflow-provider-hightouch,1410140
django-rest-framework,1409903
music-assistant,1409605
random2,1409139
tinyhtml5,1408102
aliyun-python-sdk-cms,1407292
types-mysqlclient,1406877
adbutils,1406145
toronado,1406091
paypalrestsdk,1405695
chess,1405530
sklearndf,1405018
langchain-postgres,1404396
hive-metastore-client,1404222
apache-airflow-providers-zendesk,1403956
openstackdocstheme,1403906
pipe,1403728
pyuac,1402588
interchange,1402142
django-redis-cache,1400842
gcloud-aio-taskqueue,1400551
aws-cdk-aws-kinesisfirehose-destinations-alpha,1399321
aliyun-python-sdk-slb,1399182
python-sat,1398859
dj-stripe,1398652
sigstore,1398641
sentry-auth-gitlab-v2,1398567
ytsaurus-yson,1398524
datadog-checks-base,1398470
auto-py-to-exe,1398399
dtaidistance,1398153
tensorflow-model-analysis,1396741
cmreshandler,1396356
pyvo,1396128
cfscrape,1395877
voila,1395767
g2pkk,1395571
great-tables,1395273
stop-words,1395229
arq,1395085
sphinx-inline-tabs,1394208
types-jmespath,1393915
waifupicspython,1393837
sagemaker-inference,1393688
gcloud-rest-datastore,1393572
pydeps,1393455
exponent-server-sdk,1393156
pyangbind,1392996
pytest-insta,1392221
qiskit-ibm-runtime,1392103
dbt-trino,1391592
sliceline,1391197
airportsdata,1390904
dython,1390721
style,1390547
types-contextvars,1389820
pyrender,1389800
botframework-connector,1389777
copulas,1389651
lob,1389243
bleach-allowlist,1388783
hbutils,1388700
keystonemiddleware,1387330
pydot-ng,1386334
customerio,1386301
depthai,1385916
aws-cdk-aws-lambda-event-sources,1385610
splunk-hec-handler,1385543
moepy,1384905
petastorm,1384750
frida-tools,1383431
requests-unixsocket2,1383334
blspy,1383153
djangorestframework-recursive,1383054
aws-cdk-aws-batch-alpha,1382826
apispec-oneofschema,1382420
tensorflow-macos,1381701
pytest-depends,1381690
jupyter-telemetry,1381545
flutils,1381375
apache-airflow-providers-microsoft-winrm,1381304
django-simple-captcha,1380836
flet-runtime,1380523
aliyun-python-sdk-cdn,1379269
mypy-boto3-taxsettings,1379086
django-add-default-value,1379060
rio-cogeo,1379053
pvxslibs,1378523
pyobjc-framework-metal,1378190
sagemaker-datawrangler,1377551
sweeps,1377390
spacy-lookups-data,1377052
river,1376260
slimit,1376166
atc-dataplatform,1374980
cyberdrop-dl,1374412
aws,1374315
parquet,1373943
modelcards,1372899
flask-bootstrap4,1372766
astatine,1372497
mozilla-version,1371976
pystemmer,1371844
savepagenow,1371683
django-datadog-logger,1370442
aws-cdk-aws-apigatewayv2-alpha,1370399
seeq,1370359
pubnub,1370080
fluent-compiler,1368789
fmpy,1368112
cg,1367425
py-expression-eval,1366790
pycapnp,1366245
pyarabic,1365005
pytest-tornasync,1364476
business-rules,1364472
lunr,1364264
pyobjc-framework-fileprovider,1364003
aws-cdk-aws-codedeploy,1363936
gcloud-rest-bigquery,1363532
unicode-slugify,1362464
ipyevents,1362445
mrjob,1362158
eth-tester,1361322
pygtrans,1360760
pydes,1360533
coredis,1359861
pytest-docker-pexpect,1359089
bluetooth-adapters,1358873
delegator-py,1358692
python-version,1358310
amplpy,1358066
nordpool,1357558
rasa-sdk,1357348
soundex,1357336
urllib3-mock,1356819
flexget,1356691
cruft,1356528
types-itsdangerous,1354912
allpairspy,1354625
tensorflow-cpu-aws,1354532
silpa-common,1353760
pycalverter,1353484
minijinja,1352864
sas7bdat,1352521
pyobjc-framework-coremotion,1351849
deepdiff6,1351634
mypy-boto3-application-signals,1351404
onnxoptimizer,1351179
astroquery,1351070
nvtx,1350861
aws-cdk-aws-codepipeline-actions,1350851
pytest-reverse,1350614
marrow-util,1349508
azureml-automl-runtime,1349479
flake8-fixme,1349252
django-encrypted-model-fields,1348834
arize,1348819
dacktool,1347861
django-tenants,1347312
mypy-boto3-apptest,1346708
marrow-mailer,1346590
allennlp-pvt-nightly,1346145
pyobjc-framework-metalkit,1345719
binary,1344666
face-recognition-models,1344577
pyspelling,1344269
regressors,1343784
llm-dialog-manager,1343602
autoawq,1342439
mypy-boto3-pca-connector-scep,1341496
blurhash,1341188
optuna-integration,1340461
email,1339606
powerlaw,1339557
kappa,1338933
py-dateutil,1338815
nplusone,1338697
hsms,1337232
apysc,1337110
cdsapi,1336981
asv,1335285
acryl-pyhive,1335237
wiremock,1335149
bentoml,1334812
clevercsv,1334787
oslo-cache,1333292
dash-renderer,1333218
pyobjc-framework-authenticationservices,1333030
percy,1332377
pyobjc-framework-metalperformanceshaders,1331968
botbuilder-core,1330995
pytest-console-scripts,1330614
injectool,1329488
hogql-parser,1329266
pulumi-docker,1329006
pyobjc-framework-oslog,1328431
pyproject-toml,1328259
easypost,1328167
pyobjc-framework-automaticassessmentconfiguration,1328096
pyobjc-framework-pushkit,1327564
curated-tokenizers,1327140
noiseprotocol,1326794
pyobjc-framework-speech,1326705
asyncpg-stubs,1326598
anycrc,1326418
haystack-experimental,1326025
pyobjc-framework-systemextensions,1325566
dagster-pagerduty,1323722
pyarrowfs-adlgen2,1323533
dictances,1323464
logutils,1322984
crazy-thursday,1321956
osprofiler,1321788
livekit-api,1321747
fastkml,1321310
django-jinja,1320957
testbook,1319096
opentelemetry-resourcedetector-kubernetes,1318965
pqdm,1317726
pytorch-wpe,1317720
bamboolib,1317074
tfa-nightly,1315343
owlrl,1315144
throttler,1315129
lazr-uri,1314691
tinynetrc,1314474
plette,1313964
cpymad,1313927
aliyun-python-sdk-cs,1313836
spyder,1313743
cdk-secret-manager-wrapper-layer,1313622
wslink,1313200
datapackage,1313005
airtable,1312848
setuptools-dso,1312842
mgzip,1312685
pytest-operator,1312079
blockdiag,1311560
nagiosplugin,1311034
pip-upgrader,1310788
pyap,1310425
home-assistant-bluetooth,1310368
pytest-localftpserver,1310319
placekey,1308975
ax-platform,1308488
simple-di,1307246
asyncmock,1306931
squarify,1306819
py3createtorrent,1306743
pyobjc-framework-audiovideobridging,1306366
pyobjc-framework-corehaptics,1305793
pbkdf2,1305019
pyobjc-framework-devicecheck,1305009
pyobjc-framework-executionpolicy,1304918
typesense,1304879
pip-compile-multi,1303974
django-admin-inline-paginator,1303832
pyobjc-framework-fileproviderui,1303802
pyobjc-framework-linkpresentation,1303783
dynamodb-encryption-sdk,1303388
unyt,1303231
advertools,1303179
pyobjc-framework-pencilkit,1303015
ubelt,1302463
dataclasses-jsonschema,1301806
flogging,1301750
einx,1301280
pyobjc-framework-quicklookthumbnailing,1301241
pyobjc-framework-soundanalysis,1300823
horovod,1300520
singlestoredb,1300478
pyobjc-framework-accessibility,1300265
kagglehub,1299884
taskcluster,1299760
py-zabbix,1299514
opentelemetry-resourcedetector-docker,1298794
pyobjc-framework-classkit,1298690
str2bool,1298207
livekit-protocol,1298063
pyobjc-framework-passkit,1297829
stytch,1297156
pulp-file-client,1296805
pyobjc-framework-replaykit,1296068
django-ftl,1295665
apache-airflow-providers-apprise,1295653
requests-ratelimiter,1295332
databend-driver,1294916
pyobjc-framework-virtualization,1294675
ghome-foyer-api,1294580
pycstruct,1292753
contrast-agent-lib,1292632
fragile,1292100
trogon,1291309
django-sesame,1290752
browser-cookie3,1290456
patchwork,1290385
blurb,1288787
chacha20poly1305-reuseable,1288580
setoptconf,1288475
netapp-lib,1288415
ibm-watsonx-ai,1288161
bluetooth-data-tools,1287844
sslyze,1286463
cirq,1286104
bowler,1285141
scim2-filter-parser,1284750
bapy,1284201
virtme-ng,1284178
dagster-snowflake-pandas,1284060
mypy-boto3-mobile,1283819
aws-cdk-aws-neptune-alpha,1282815
pyobjc-framework-uniformtypeidentifiers,1282476
pytest-cache,1282238
farm-haystack,1281958
get-reader,1281802
ufal-udpipe,1281244
judo,1281200
neo,1280535
ast-grep-cli,1280411
parquet-metadata,1280149
assemblyline-core,1280032
transformer-smaller-training-vocab,1279866
tap-py,1279858
dash-cytoscape,1279710
mozdebug,1279651
pytest-reporter-html1,1279284
aggdraw,1278744
pastescript,1278121
panda3d,1277466
ipynbname,1277461
sphinx-substitution-extensions,1276982
geonamescache,1276937
lexid,1276605
redfish,1276340
mypy-baseline,1275788
skyfield-data,1275311
pyobjc-framework-callkit,1275204
traceml,1275023
pyobjc-framework-apptrackingtransparency,1275004
marrow-interface,1274948
mem0ai,1274580
flake8-django,1274417
mssql-cli,1274312
initools,1274012
pyobjc-framework-kernelmanagement,1273779
botframework-streaming,1273541
pyobjc-framework-metalperformanceshadersgraph,1273433
databricks-dbapi,1273338
